"gene","detect","detect_all","pct"
"AL109627.1",0.0160767864339986,0.0160192230676812,23.0935879761487
"CPLANE2",0.0116732098341568,0.0116139367240689,15.5823660879262
"FBXO42",0.697929572629159,0.697563001527759,6.22538168031501
"SZRD1",0.206609843113254,0.206395823135911,9.50601439311911
"SPATA21",0.0381693063247302,0.0382829766089678,-19.0792352728717
"NECAP2",0.119807138272305,0.119832688114626,-14.7858086467619
"LINC01772",0.0430804137869266,0.0430887435292722,-18.0645193647162
"AL137802.2",0.0159872221641713,0.0160043904537297,-0.949667907629725
"AL137802.1",0.000328402322700064,0.000341150120885804,33.1790390407826
"LINC01783",0.000626949888791032,0.000652635013868494,213.842814354472
"NBPF1",0.25897508620561,0.258636289473294,9.24436591645057
"AL137798.1",0.000447821349136451,0.000444978418546701,26.2412759248831
"AL137798.2",0.000522458240659193,0.000533974102256041,65.6416421643233
"AL021920.1",7.46368915227419e-05,7.41630697577834e-05,-66.330592731716
"AL021920.3",0.000671732023704677,0.000667467627820051,-24.3437421378786
"CROCC",0.321699929841322,0.32186772274878,7.31917934454431
"BX284668.1",4.47821349136451e-05,4.449784185467e-05,35.9896857335922
"BX284668.2",0.000537385618963741,0.000548806716207597,130.909498387744
"BX284668.5",0.0191966084996492,0.0191489046114597,-8.81486611270669
"BX284668.6",0.0116881372124614,0.0117919280914876,-14.1979013790743
"MFAP2",0.000208983296263677,0.00022248920927335,201.818351336292
"AL049569.1",0.0222716484303862,0.0225307405924146,-32.0463331626368
"ATP13A2",0.204325954232658,0.20457141161987,-1.72258948604642
"SDHB",0.320042990849517,0.320013646004835,8.49051977501203
"PADI2",0.48602051021779,0.485619780773966,14.7196111111193
"LINC02783",0.000164201161350032,0.000163158753467124,13.5116184316893
"PADI1",0.000686659402009225,0.000682300241771607,66.340115101576
"PADI3",0.00105984385962293,0.00105311559056052,45.8682049397116
"PADI4",0.00606051559164664,0.00605170649223513,3.21824215782478
"PADI6",0.000806078428445612,0.000830626381287174,45.910671747365
"RCC2-AS1",2.98547566090967e-05,2.96652279031134e-05,-100
"RCC2",0.199220790852503,0.198801524792714,5.64146933454213
"ARHGEF10L",0.740606947201863,0.740414423233806,6.86211255603462
